1.468085969;1.491869576;0.8414709848;275
1.559381995;1.693700323;0.8414709848;257
1.204165515;2.137449841;0.8414709848;286
1.418497776;1.667417223;0.8414709848;268
1.410733629;1.176776947;0.8414709848;275
1.237823153;1.318997543;0.8414709848;275
1.752105429;1.12655753;0.8414709848;266
1.234423129;1.484963015;0.8414709848;248
1.098306325;1.139132617;0.8414709848;275
1.983624857;1.362049324;0.8414709848;286
1.112221956;2.030831337;0.8414709848;286
1.072511045;1.340542681;0.8414709848;259
1.306212871;1.11177203;0.8414709848;275
1.01492398;1.216461772;0.8414709848;248
1.433525797;1.719880806;0.8414709848;255
1.360615078;1.400998507;0.8414709848;266
1.151529916;1.759403509;0.8414709848;266
1.12657643;1.270833013;0.8414709848;266
1.781932515;2.211787642;0.8414709848;284
1.482050938;1.866527049;0.8414709848;266
1.719993313;1.666389826;0.8414709848;257
1.346729294;1.282121219;0.8414709848;277
1.489472174;1.385722818;0.8414709848;275
1.350311755;1.415883328;0.8414709848;277
1.010400655;1.187626584;0.8414709848;275
1.684569546;1.399508258;0.8414709848;255
1.040300463;1.103317724;0.8414709848;248
1.454543992;1.153081543;0.8414709848;264
1.140887952;1.541668532;0.8414709848;257
1.422344057;1.189067701;0.8414709848;241
1.494640222;1.579384259;0.8414709848;257
1.423502337;1.180510622;0.8414709848;248
1.2140685;1.051998368;0.8414709848;264
1.092547013;1.330533883;0.8414709848;277
1.96877281;1.159302954;0.8414709848;286
1.289763034;1.586976353;0.8414709848;268
1.778159647;2.147684806;0.8414709848;284
1.172683898;1.330351071;0.8414709848;250
1.461919961;1.102601756;0.8414709848;248
1.052154061;1.579919351;0.8414709848;241
1.70007715;1.398901349;0.8414709848;255
2.128320232;1.05413651;0.8414709848;286
1.087682514;1.081844704;0.8414709848;250
1.182595571;1.049443583;0.8414709848;264
1.122486846;1.265853749;0.8414709848;266
1.443424187;1.197827638;0.8414709848;241
1.943459036;1.471969839;0.8414709848;266
1.012136645;1.080867184;0.8414709848;277
1.29632578;1.346781653;0.8414709848;275
1.378673015;1.403438413;0.8414709848;277
1.041527196;1.200740449;0.8414709848;248
1.62655115;1.391032161;0.8414709848;257
1.403662907;1.083834755;0.8414709848;275
1.579682178;1.406122459;0.8414709848;266
1.135707146;1.447730931;0.8414709848;248
1.139569872;1.510935677;0.8414709848;241
1.248708089;1.091267376;0.8414709848;264
2.148488516;1.225569142;0.8414709848;286
1.436880877;1.333019891;0.8414709848;277
1.766560524;1.148690045;0.8414709848;255
1.244175907;1.212595683;0.8414709848;277
1.688656895;1.669264495;0.8414709848;266
1.170380247;1.126040753;0.8414709848;275
1.205137706;1.609562518;0.8414709848;268
1.329311701;1.568178845;0.8414709848;266
1.469659953;1.384872064;0.8414709848;266
1.038824667;1.488251041;0.8414709848;277
2.086582092;2.187528446;0.8414709848;284
1.116204005;1.307672346;0.8414709848;266
1.129784493;1.007830826;0.8414709848;277
1.493752127;1.892608541;0.8414709848;266
1.299541177;1.421173858;0.8414709848;275
1.12048098;1.408562032;0.8414709848;259
1.203229905;1.072074039;0.8414709848;248
2.003601472;1.002642497;0.8414709848;286
1.018702686;1.111410915;0.8414709848;250
1.061869169;1.395566326;0.8414709848;266
1.605786177;1.185393448;0.8414709848;257
2.099206652;1.05180892;0.8414709848;286
1.609319873;1.48127951;0.8414709848;275
1.190601262;1.216846273;0.8414709848;248
1.297648887;1.632863759;0.8414709848;255
1.471690245;1.426435087;0.8414709848;275
1.516397563;1.39162562;0.8414709848;257
1.716717602;1.151917813;0.8414709848;255
1.440482097;1.922299069;0.8414709848;266
1.619002103;1.197331974;0.8414709848;255
1.067353103;1.006046522;0.8414709848;259
1.29514404;1.03550269;0.8414709848;266
1.425420213;1.101380234;0.8414709848;250
1.345432248;1.543143236;0.8414709848;275
1.582895949;1.391568799;0.8414709848;257
2.207100037;2.099909849;0.8414709848;284
1.214336686;1.283271784;0.8414709848;248
1.396658354;1.117507398;0.8414709848;259
1.180838703;1.366586896;0.8414709848;248
1.640272692;1.502414222;0.8414709848;266
1.057742704;1.400715658;0.8414709848;264
1.193322278;1.21264858;0.8414709848;250
1.059016253;1.025540188;0.8414709848;248
